prod;author;date;review_format;stars;comments
Outliers: The Story of Success;Jim Fuqua;February 10, 2009;Verified Purchase;5;"









  
  
    
  This is a good book and well worth reading.  I listened to the audio edition read by the author.The author looks at extremely successful individuals and successful groups and asks what hidden advantage did these people have available to them.  He does not minimize their talent.  He acknowledges that without ability and hard work it is rare for any individual to  succeed.  The focus is to what other hidden factors were involved that made the difference.  He also looks at some who have failed.With groups such as Canadian hockey players, statistical analysis disclosed the hidden factor which was date-of-birth creating an age-differential within groups of children born within one year of each other.  I will not go into the details but would suggest the evidence seems irrefutable.There were many more examples and it appears from some other reviews that many of these examples have threatened some sacred cows.  Many people like to think that when they succeed in life it was due only to their efforts and that when others fail it is all their fault.  To contend otherwise, as this book does, is threatening.  It goes contrary to the political philosophy in some circles in America that we all get exactly what we deserve in life --- that the luck of being in the right place at the right time plays no part.This book is a simplified distillation of extremely detailed and published studies of the groups done by mathematicians, scientists and even large corporations like Boeing.  It is an entertaining easy read because the author does not dive into the statistics or minutia of these studies but instead goes to the human side.  The material is believable because it is built on a strong foundation.This book picks at another politically incorrect issue. We don't like to think that, as children, we are shaped by our culture to such an extent that we may fail.  It is disconcerting to think that a nation's culture and language could cause its pilots to be unsafe.  Why are pilots from this nation forbidden to speak their native language in flight even on their own national airline?  Read the book and you will find out.You will also find out why one slave auction in Jamaica over 200 years ago made a profound difference in this author's life.  This is a very entertaining book with a deeper message.

  
"
Outliers: The Story of Success;Enya;June 28, 2018;Verified Purchase;5;"









  
  
    
  I love this author and have read multiple books by him. He is great at explaining the information in an easy to understand manner. I read it a year ago and still remember interesting facts and topics taught. This book deserves a good two reads to fully understand and grasp all the information given. Recommend to anyone wanting to learn more about success. Also, my sister who doesn't read very often and doesn't enjoy nonfiction reads loved this book!

  
"
Outliers: The Story of Success;Reading Fan;January 14, 2009;Verified Purchase;5;"









  
  
    
  Malcolm Gladwell takes a good crack at what makes great people great and comes up with their circumstances as a key ingredient - - - the when and where they were born, the cultural background of their families, the atmosphere of the times, the nature and character of their families, and on-and-on.  He also mentions the innate drive and ability of the so-called outliers (those who rise above the rest of us), but says none of the success would have happened if it were not for the fortuitous circumstances.Is he talking about chance, destiny, or fate? I have my own opinion about whether how these circumstances arise, and I don't think it is accidental. How many things in your own life, if you think about it, seemed destined to happen? As an example, my uncle was part of the invasion of Italy in WWII and met his future wife there. My aunt and uncle didn't know each other's language and GI's had a bad reputation there for taking advantage of girls; but because they thought he was a priest, they felt he could be trusted around my aunt's family. He wasn't a priest but carried a book that looked like a Catholic Missile used in the Mass. By the time, they were able to communicate well enough (over weeks?), he was trusted and loved. They were married after the War and had children, grandchildren, and great grandchildren. The marriage lasted 60+ years until she passed away a couple of years ago.I've often wondered about the sequence of events that led to my birth, going back centuries. How many fortuitous things went into continuing the family line until it got to me and my siblings?Bottom line is that the stories of the highly successful folks like Bill Gates, are really as much of a story of circumstances as innate genius. At least, this is Gladwell's take - - - and mine as well.

  
"
Outliers: The Story of Success;Entropy;December 8, 2011;Verified Purchase;5;"









  
  
    
  The book, ""Outliers: The Story of Success"" by Malcolm Gladwell teaches readers the fundamentals of recognizing opportunities and taking advantage of them. The many examples provided in the book offers a blueprint in the shaping of one's own destiny. One of the most important tenets of the book was that autonomy, complexity and a connection between effort and reward is the portal through which people become successful.You can make hundreds of thousands of dollars a year, but if your work does not make you happy, you do not become fulfilled in life, which is the goal of every person on this planet. Without fulfillment, or the sense that what we do is satisfying and meaningful, we become aimless and unhappy because there is very little that will ultimately make you feel happy or fulfilled in life.Other lessons of the book extol that success follows a predictable course. It is not those with the most money that succeed. It is not those that are the most famous that are successful. It is not those that are the brightest or the smartest in the world that are offered the most lucrative opportunities. Success, in a nutshell, is determined by those who are offered an opportunity and who have the strength and presence of mind to seize and take advantage of them.This book has taught me that in order to become successful, you cannot wait for your ship to come in; you must swim out to it! Meet challenges head on, persevere and embrace the opportunities that come your way, regardless if they are big or small, significant or seemingly not worthwhile. Behind every action we take is the potential to make our lives, and the lives of those around us, a much better one. We are all born to be successful in our own way; knowing how to use the opportunities given to us is what will get us there.Overall, I feel that this book offers a very good primer for people, especially those ready to embark on life's journey right out of high school or college, to immediately make a positive impact in their lives. This is a great book, and while a somewhat quick read, the lessons and stories shared within are invaluable to those looking to make a difference in their lives.

  
"
Outliers: The Story of Success;Ronan Takagi;November 16, 2017;Verified Purchase;5;"









  
  
    
  Fascinating read. I like how Gladwell addresses the elephant in the room that luck is indeed a factor in success. Certainly not the ONLY factor, but it's a factor (along with talent and practice). I highly recommend this book to everyone, especially parents and young people.

  
"
Outliers: The Story of Success;Deogratias Rweyemamu;June 10, 2016;Verified Purchase;5;"









  
  
    
  Rarely do I find such great storytelling skill in works of nonfiction. I went chapter after chapter excited with Gladwell's perspective on Outliers. Clearly, he must have spent a great deal of time researching for the book, and I daresay the effort has paid off. I recommend this book to everyone with questions on success, especially the young generation that is preparing for the world ahead.

  
"
Outliers: The Story of Success;Emilee;October 18, 2016;Verified Purchase;5;"









  
  
    
  This is a story to read that will change your perception on things. I'm not saying it'll change your life or anything but it will change how you look at things. It'll make you question things more throughly. I enjoyed it very much. It contained a lot of factual information that with a grain of salt, made a social theory on how and why people are successful/the way they are. It shows that people are successful due to the help of other and their situations, not luck. It's a good read if you like theories!

  
"
Outliers: The Story of Success;Eric Rosenberg;July 6, 2015;Verified Purchase;5;"









  
  
    
  Malcom Gladwell returned with another stellar read. Not only was this book filled with facts, it was interesting and well written. I was engaged and curious until the last pages.This should be required reading for all expecting and new parents. As I fall in that group, I am thrilled to have learned what made people like Bill Gates, Steve Jobs, the Beatles, and NHL hockey players from Canada standout superstars in their fields.My favorite part was learning about how income and parenting strategies correlate to successful children and adults. Definitely a must read if you want to understand why some people are ""Outliers"" and the rest of us regular folks blend in with the crowd.

  
"
Outliers: The Story of Success;Joshua Reich;June 15, 2009;Verified Purchase;5;"









  
  
    
  Just finished Malcolm Gladwell's book Outliers and it is by far one of the most interesting books I've ever read.The book looks at how people are successful. The idea in our world is that success comes from hard work, being smarter than the other guy. But what Gladwell points out is that is not the end of the story. Sometimes, you can be those things and not be successful.Gladwell looks at how to know whether your child will be a star hockey or soccer player based on what month they are born in. What the Beatls and Bill Gates have in common. Why Asians are so good at math. Why star New York lawyers have the same resume.""Outliers are those who have been given opportunities - and who have had the strength and presence of mind to seize them. For hockey and soccer players born in January, it's a better shot at making the all-star team. For the Beatles, it was Hamburg. For Bill Gates, the lucky break was being born at the right time and getting the gift of a computer terminal in junior high. Joe Flom and the founders of Wachtell, Lipton, Rosen and Katz got multiple breaks. They were born at the right time with the right parents and the right ethnicity, which allowed them to practice takeover law for twenty years before the rest of the legal world caught on.""This really was a fascinating read on why people are successful and why others are not. All successful people are not the same, sometimes you have to be born at the right time, in the right place, to the right family. But then, you have to do something with it.[...]

  
"
Outliers: The Story of Success;Online Shopping Fan;April 27, 2016;Verified Purchase;5;"









  
  
    
  This  is a great read! Often in a conversation I'll bring up part of this book.  I'm looking at success differently now. What would appear to be luck or coincidence is given support as a series of events that lead the individuals within a group to the success detailed. Hockey players, computer ""geniuses"", musicians, business people are all given the deep dive into what allowed them to be at the top of their different fields. The book is broken into chapters that can be read individually similar to a book of short stories.  I read this over a long period of time and didn't lose anything by not picking it up daily or weekly.

  
"
Outliers: The Story of Success;Ruth E Sansom;September 14, 2017;Verified Purchase;5;"









  
  
    
  Another Malcolm Gladwell book, another delightful way to learn some fascinating facts. (I answered two questions on ""Jeopardy"" after reading this book--in my living room, not on the show.) He entertains and teaches at the same time, not an easy task. I tried for twenty years and finally gave up. Congrats, Malcolm.You have at least one devoted fan.

  
"
Outliers: The Story of Success;lanalew;February 12, 2013;Verified Purchase;5;"









  
  
    
  As a teacher of high ability 6th grade students, I was naturally drawn to this book, Outliers: The Story of Success, by Malcolm Gladwell.  I’m always more than curious about what my former students make of their lives.  One of the most rewarding parts of my job is when I reconnect with them on down the road.  But what is an outlier?“Outlier - noun \-ˌlī(-ə)r\1.  : something (as a geological feature) that is situated away from or classed differently from a main or related body2.  : a statistical observation that is markedly different in value from the others of the sample”So begins the introduction to this book, about the best, the brilliant, the most successful, and what makes them so.  Research to support the nature vs. nurture question.  And, alas, it is both,  ”…they are invariably the beneficiaries of hidden advantages and extraordinary opportunities and cultural legacies that allow them to learn and work hard and make sense of the world in ways others cannot.”But this book is more fascinating than just that.  Did you know it takes 10,000 hours to become a master at a skill?  Yes, 10,000 hours.  I found myself  mentally calculating the number of hours I have spent sewing or reading or teaching, or doing any other single skill.  Have you ever thought about how cultural differences can critically affect air traffic controllers’ or pilots’ and copilots’ communications?  Or what dominant hockey players have in common?  How does the year you were born impact the chances of your success in a certain area?

  
"
Outliers: The Story of Success;Diego Portillo;February 26, 2018;Verified Purchase;3;"









  
  
    
  The book explains the advantages that carry the place and time we are born.But, beside the socio-cultural context, there are other important factors that he misses.Respecting sociologists labor, I was expecting factual proposals to change reality.

  
"
Outliers: The Story of Success;Mike Mitchell;February 28, 2013;Verified Purchase;5;"









  
  
    
  I found this book to be fascinating and it made me think, and ultimately change my philosophy of the relationship of brilliance to success. Using a variety of subjects, Gladwell poses his theories relative to the opportunities presented, hours experienced and mental capabilities of some of our well known success stories.  I found out some things I didn't know and came to understand some things that I knew - but had never assembled and reviewed in this manner. I love books about ""people"" - their experiences, attempts, failures and successes - so I found this book very interesting and have purchased multiple copies for my friends and acquaintances - such as this one. You may be challenged and you may not agree with all of Gladwell's conclusions - I didn't - but I think you would be hard pressed to read this book without smiling occasionly saying, ""I never knew that"" and perhaps even changing the way you look at and approach success in life.

  
"
Outliers: The Story of Success;Dr. Pete;October 11, 2013;Verified Purchase;5;"









  
  
    
  Parts of Outliers hit home for me.  I am a retired psychologist who worked with children with special needs.  I was born in November in the early post World War II years.  Typically I was the among the youngest children in my classes. Since there was more of us than in previous generation, competition was fierce.  I struggled until I became an adolescent.  With encouragement but with little tangible from my parents, first generation immigrants who needed to work instead of getting an education, I stuck it out.  It took a while but I earned my PhD, being the first in my cohort group to complete and defend my dissertation.  Thus I also liked the section on the KIPP Schools.  My son is a commercial airline pilot so the section on plane crashes and cultures became a topic of conversation between us.I know that not everyone will relate to Outliers to the extend that I did; however, Gladwell writes well and I recommend this and his other books without reservation.

  
"
Outliers: The Story of Success;Steve M.;June 28, 2016;Verified Purchase;5;"









  
  
    
  If you've ever heard people say, ""You gotta put in 10,000 hours into something before you're an expert."" Chances are they read Outliers. Outliers is about the combination of effort and sheer luck needed to pull out extraordinary success like Bill Gates or The Beatles. The stories and the social science behind them is fascinating and Gladwell's prose makes it an easy, liquid-like read. For people who like to think and want to know how things work, this book is for you.

  
"
Outliers: The Story of Success;Erin A. Thomas;October 5, 2009;Verified Purchase;5;"









  
  
    
  I think the goal of this book is to provide readers, especially disadvantaged readers, with new ways of thinking about their own behavior, the world around them, and how they relate to that world. I think that Gladwell's goal is to inspire paradigmatic changes in the way disadvantaged people approach their lives and think about their futures.For the educationally privileged and those people who are mired to the teeth in statistical jargon and stuff like ""psychometrics"", ""Outliers"" will probably irritate them because it doesn't back anything up with huge amounts of reified ""data"" and it makes metaphorical use of the concept of ""outliers"" rather than using the term in its most jargon-approved sense. Instead what it does is tell stories. And it connects those stories to observations. In short, it presents a series of case studies in such a way as to let the reader come to some striking conclusions about his or her own standing in the world and what can be done to improve upon it.Statistics is only science in the fields of science. In sociology, psychology, linguistics, cultural studies, etc, it's a physics-envy pretense, making it every bit as useful as astrology or numerology. So, this book, which completely avoids all the numerological reifications commonly made up using meaningless statistical jargon, actually has something to offer. It presents a case, and does so intelligently in a way that respects the reader's intelligence and powers of comprehension.This book will mean the most to those who have something to gain in changing the way they think about the world. I think it is for the benefit of these people that Gladwell writes.

  
"
Outliers: The Story of Success;Amazon Customer;January 4, 2019;Verified Purchase;5;"









  
  
    
  My Siamese, who loves to play, was into this toy from minute one. It is very interactive and engages mentally and physically. I read the reviews before purchasing, but did not anticipate such an overwhelming reaction. She cannot walk by it without stopping to play. This stimulation is very important to me, as she is the sole kitty in the house and does not have a ""buddy"" to play with.  I highly recommend this toy with regard to every aspect- cat appeal, construction and durability, cost and the fact it does not take up a lot of space. This is only the second product review I have ever written, so take that as an additional positive statement for this toy.

  
"
Outliers: The Story of Success;RADman;July 14, 2016;Verified Purchase;4;"









  
  
    
  Malcom Gladwell does another fine job of storytelling while informing the reader of things they likely hadn't considered.  It drives a stake through the heart of the American fantasy of ""I made it all on my own"" - ""I'm a self-made person"".A richly rewarding read.Bravo, Malcolm.For those who crave more details and more statistical data I recommend ""Peak"" by Anders Ericsson and Robert Pool.  It's a different take on success but doesn't distract from the story Gladwell tells.

  
"
Outliers: The Story of Success;KimoKailua;December 14, 2008;Verified Purchase;5;"









  
  
    
  Gladwell's books continue to take a subject based in ""common wisdom"" and flip it over to find the surprises dwelling underneath. He did that in the ""Tipping Point"" and ""Blink"" and he again does it here.I heard him interviewed on NPR just as this book was just coming out, and I wondered if he had gone beyond the limit of political correctness by looking at cultural issues,language, race, religion and class.  So I bought the book somewhat reluctantly.  What I found to my delight was a well researched and well reasoned look at the causes of high performance that do have a basis in these ""PC"" taboo subjects.To me there is nothing depressing in understanding that many high performers have gotten to be where they are on the basis of being exactly in the right place at the right time with the right generative culture milieu. That's enlightening.  Yes, we probably all can't be Bill Gates no matter how hard we work.  And we don't choose our parents, our birth date or birth order, or our culture.  But our circumstances don't mean that we shouldn't develop our skills to the highest levels and work beyond the expected limits with what we have been given.  Perhaps you are the next ""outlier"" and don't even know it.I always look forward to Gladwell's books for their fresh point of view.I recommend this one.

  
"
Outliers: The Story of Success;JET;January 15, 2009;Verified Purchase;5;"









  
  
    
  I have read both of Gladwell's previous books, and this one is another fascinating achievement. The book reads much like his other books, Blink and The Tipping Point, with some overarching themes and a lot of interesting examples, data, and narratives.Gladwell's main point is that the nature of success is not what we traditionally think it is: a mixture of innate talent and hard work. Gladwell acknowledges the importance of these things, but he also theorizes that success takes a very precise mixture of coincidences, history, timing, culture, and upbringing, among other things. Other reviewers have noted that the book wasn't revelatory because Gladwell basically says you have to work hard and be talented to be successful; I didn't find this to be the case at all. Instead, Gladwell really made me think about success, and about the series of coincidences and mixture of things that make up who we are and what we become, differently. I had a hard time putting it down, and was fascinated by a lot of his examples and data.My only criticism, and it would be very slight, is that sometimes his points are a bit drawn out and repetitive. I didn't really mind this at all, because I never lost interest in the new examples he brings up to illustrate each point. I highly recommend this book and I think it would make anyone think about success in a different way.

  
"
Outliers: The Story of Success;Scotty954;August 24, 2018;Verified Purchase;5;"









  
  
    
  This great read makes one point clear - there are several ingredients that will need to come together to drive success.  While not a “self help” book, this for me opened my mind to opportunities that - with my special set of “ingredients” - I am in the right place and time to pursue.  There are a massive number of takeaways we should consider as a society in USA, particularly in my opinion in suggestions (studies) done on primary education styles.

  
"
Outliers: The Story of Success;Greg;September 16, 2011;Verified Purchase;4;"









  
  
    
  Gladwell does a great job of showing you ""the other side of the coin,"" when it comes to success.  Gladwell examines factors those who are successful have no control over.  Advantages they inherently had.  He uses studies as a basis or proof on what he is explaining, which I thought was cool and really validated what he was saying.  He picks great examples and this really helps the book.  The examples are strong, well rounded and of very successful people (Bill Gates, Bill Joy - SUN Microsystems, The Beatles, Youth Athletics, American VS Western Education/Cuture)In the beginning of the book he seems to play this off as more beginning, and it seems to bother him more as the book goes on.  He then talks about the 10,000 rule, which is a cool rule I will allow you to explore by reading.  As the book goes on, it seems to get more bleak and he lost me a little.  I really did enjoy the facts, examples and cultures he examines.  He simply start to become a little too morbid in my opinion, but it did not detract from the value of the book.The book is a great, quick read.  If my review is short, or didn't quite help you form an opinion, let me do it for you now - read this book.

  
"
Outliers: The Story of Success;J. Martens;December 28, 2008;Verified Purchase;3;"









  
  
    
  I was incredibly excited to get my hands on Outliers after reading both Blink and Tipping point in years past. I often call Gladwell my favorite author.However, his 3rd book is a poor followup to his past best sellers. In short, this book seems forced. Like he wrote it only because his fans expected another book from him, not because he was passionate about the subject.There are 2 sections of this book and they couldn't be more different. I struggled to transition from the first to the second which really took away from my enjoyment of reading.I will say that the individual topics he writes about are interesting, but he just doesn't dive deep enough. That deep dive compared to other authors writing on similar subjects is what I came to love about Gladwell, and it is flat out missing from this book.If you have read his past work you will probably be disappointed by this attempt. If you are new to Gladwell you will probably find some enjoyment in this book. It is more Freakonomics than it is Blink. That is, it's more amateur than it is professional.

  
"
Outliers: The Story of Success;Summer;May 10, 2020;Verified Purchase;2;"









  
  
    
  The first chapter is good, but the latter chapters are becoming worse. I gave up on the fourth chapter, so cannot say much about the things after that. But for the first several chapters, not many practical suggestions are given other than working hard. The main theme is genius is not born genius, they are ordinary people. But how can you replicate their success? Woops, the book just doesn’t care. Pretty disappointed... Might be an encouraging book, but far from being useful.

  
"
Outliers: The Story of Success;Tech Guy;April 5, 2014;Verified Purchase;5;"









  
  
    
  I enjoy reading Malcolm Gladwell quite a bit. Each of his books offers a bit of a different take on a main topic. I think that Outliers is one of my more favorites, probably because it felt like there was more stories.Although I don't always necessarily agree with some of the assumptions or conclusions, the reading, research and insight is very interesting. I also very much appreciate his writing style. Malcolm Gladwell draws you into his story then takes you on a journey. I'm often left wanting more after reading one of his books.The title of this book could almost be ""Outliers: The Myths of Success"" because of the very interesting way in which he dispels what we typically view as successful characteristics. I found this book particularly interesting because of the work I do in organizational transformation...very insightful.

  
"
Outliers: The Story of Success;Mitchell Vega;December 20, 2012;Verified Purchase;5;"









  
  
    
  It's funny - despite my general openness about personal matters, this is probably the subject I am least comfortable talking about. When someone is a genius, you go through the first 20 years of your life constantly trying to hide it so as not to be seen as a pointdexter, sycophant or snob. ""Oh, it must be so HARD to memorize a complicated song in one day or ace all your tests without studying, tell me more about the problems in your life"" you imagine 'friends' sneering behind your back, rolling their eyes. The effortless ease with which highly gifted people take on tasks is actually a highly calculated veneer over the same frustrating obstacles as others without seeming arrogant while doing so. The enormous expectation to not just do one's best but to constantly dominate your previous record and everyone else's leads to the eventual sinking realization that there simply is not room in this world for more than one ""the best"". As both popular science and psychology are starting to confirm, being a genius is in no way a predictor of life success despite every individual's good fortune and efforts, and Malcolm Gladwell's book 'Outliers' is the best and most accessible explanation I've read as to why.Impressing people without even meaning to is one of the earliest memories I have in life. After devouring all of the chapter and picture books I could get my hands on at pre-school age, my parent's classics and old science textbooks (or at least the ones I could reach off the bottom shelf) seemed the next natural step. Dad frequently retells a story in which he asks me as a toddler how I got to be so smart; I replied ""good genes"". Public school has no idea what to do with a kid who signs up for kindergarten being already able to read novels, play piano sheet music and execute batch files in DOS. I was tested at age 7 with an IQ of 163 upon entering the second grade, having already been skipped a grade ahead as well as being a year younger still due to having a September birthday. This conflict between being significantly younger than my peers at a critical age of development and also several standard deviations more intelligent than them was to be a continual source of strife. I begged and pleaded with my parents not to hold me back, not understanding the implications of being so much less emotionally mature than my peers. On the first day of class I got sent to the principal's office for taking my shoes off and refusing to put them back on. At 9, the teachers were fed up with me reading or drawing and 'distracting others' in class but also couldn't fail me when I was getting perfect grades, so I was pulled out and sent to a private school for the gifted, where after a year of constant boredom (diagnosed and medicated as ADHD) and other behavioral problems my teachers treated me as a class scapegoat and suggest that I be better off homeschooled or back in public school. These events marked the beginning of a long scholastic career of underachievement, contempt of authority, and befuddled administrators who weren't sure whether I belonged in the gifted program or Special Ed.I was lucky enough to be born into a white, middle class family in one of the most highly educated and prosperous parts of the United States. My parents were psychology majors who read all the right books and took all the proper steps in terms of nurturing the development of a gifted child without stifling or overloading me. So why am I not in the same percentile of overall life success as I am in test score range? Gladwell goes into the many statistical reasons why the high-IQ child is no more likely to become successful than any other child when demographic influences are controlled for, some factors as completely out of our control as being born in the wrong month of the year. He also gets down to what I believe is the true difference between successful and unsuccessful people, the willingness to work hard. If I had been self-disciplined enough to put in the hours academically to master unfavorable subjects with the same voracity with which I took to computers, art, music and reading, plus a less cynical attitude towards the school system, I might have gotten a full ride scholarship to any of the best universities in the world. As it is, I'll have to settle for a community college degree acquired at age 19, being published and owning my own business by 21, and knowing that if I do desire to learn a new skill at any point in life, the only thing standing in my way is myself. (Though, as a side note, I definitely pick up new skills a lot slower than I used to as a child and find myself stymied more often, indications that my IQ has dropped either from aging or drug/alcohol use, something that I try to compensate for with extra patience).Though it will always be embarrassing and awkward, I've gotten used to the incredulous stares and people asking ""how did you do that"", though I never had a particularly good answer. ""Lots of practice, the opportunity to be in the right place at the right time, and luck"" is the old standby, though it sometimes felt insincere. Now, thanks to 'Outliers', I realize that's not an overly humble explanation of genius. If I ever have kids, I will not subject them to a barrage of tests in order to find out exactly how ""special"" they are. I will accept that they are special simply on the virtue that they are them, listen to them to find out what they truly love to do and push them to achieve high but realistic expectations. And that's my advice for children of all ages - do what it takes to be whatever you want to be and do the hell out of it.

  
"
Outliers: The Story of Success;Dafrastar;August 9, 2017;Verified Purchase;5;"









  
  
    
  I absolutely loved this book. It's clearly written, suspenseful and engrossing, it has great examples and overall taught me a lot. Great read, makes me want to work harder and have more grit, as well as hopefully figure out what innate advantages kids born in the 80s may have! 😀

  
"
Outliers: The Story of Success;Amazon Customer;September 26, 2017;Verified Purchase;3;"









  
  
    
  I read Outliers, The Story of Success for a school summer reading assignment, and I thought it was an interesting book but there were parts that I found pretty boring. I did feel like I learned a lot throughout the book and was able to take away a lot, which was the point of the assignment. But there were chapters of the book I found very hard to concentrate because it wasn't very interesting. I felt like the book started out interesting, which I liked, but then towards the middle I found myself actually dozing off when the author talked about certain topics I was uninterested in. But over all I would recommend it to someone who is interesting in questioning the theory to success.

  
"
Outliers: The Story of Success;charles peterson;January 18, 2009;Verified Purchase;4;"









  
  
    
  As in ""The Tipping Point"" and ""Blink,"" Malcolm Gladwell once again helps explain how the world works.  Covering a wide range of examples ranging from rice farming in China and Canadian hockey to airplane crashes and the rise of Jewish law firms in New York, Gladwell promotes the thesis that timing and culture are key ingredients to success and that innate talent is less important than most people think.As in his previous books, Gladwell writes clearly and continually reinforces his points by returning to points made earlier in the book.What is interesting is that Gladwell is not afraid to frame some issues in cultural terms that some could consider politically incorrect.  Particularly interesting is the final chapter in which he addresses his own racially mixed multi-cultural background to show how he arrived at the successful position he now enjoys.As in his other books, Gladwell provides no original research.  Rather, he pulls together information from the research of others to support his thesis.  The book is well written and very readable.  My only complaint is that, while he makes excellent points, he sometimes understates the fact that, in addition to luck of the draw, talent does still matter.

  
"
Outliers: The Story of Success;Roberto J. Herrera;June 9, 2014;Verified Purchase;4;"









  
  
    
  Outliers made it to the #1 spot as a national bestseller, and it's well deserved.  It is interesting, clearly written, and the argument is logically presented and, for the most part, well supported.  The book's central ideas are 1) that brain power, character, and motivation are overrated; 2) other factors—often not easily recognized or not given enough significance—such as where and when a person was born, his or her family history, and the particular twists of fate and coincidences in a life story, are integral to the success (or failure) of an individual.While his second premise makes sense to most of us, it is frequently downplayed in favor of intelligence, desire, ambition, and other character traits when analyzing the achievements of the famous and highly successful.  No one, no matter how smart and driven, can do it alone, says Gladwell.  And he insists that enough favorable factors must come together to clear the path and propel the individual to become a winner.  For example, Bill Gates was born at the right time (computers coming into their own), to wealthy parents, and through various fortuitous events ended up in a situation that gave him unprecedented access to computers in the late 1960's when he was only an eighth grader.  Various individuals acted as facilitators to make it possible for him to continue his programming work through high school and into college.  In Gates words, ""I was very lucky."" Gladwell recognizes that Gates was brilliant and driven, and those faculties no doubt played in his favor, but the author maintains that the right circumstances—the precise state of technology when he was just the right age, the financial means, the mentors and coincidences—had to be there.  He supports the argument by using contrast, including examples of extremely intelligent individuals, geniuses in fact, who were also highly motivated, but whose life circumstances did not favor them, and thus failed to achieve their enormous potential.  In fact, he shows that high intelligence is an advantageous factor in achieving success only to a point beyond which it does not matter how many more IQ points you register.Curiously, Gladwell misses an opportunity to advance more of his basic premises when analyzing the success of the Beatles, instead narrowing his focus on the break the band got by accepting a gig in Hamburg, Germany, which forced them to play a variety of music genres many hours daily, seven days a week before they took America by storm.  His emphasis here is the number of hours the Beatles played during that time, which made them much better musicians, but he does not highlight that the turbulent 1960's were ripe for radical change in various areas of society, music being one.  One of the author's main points in other parts of the book is that the period in which a person happens to be alive has an enormous influence on his or her personal life outcome, and the Beatles are a perfect example of that.  And yet, Gladwell does not seize the opportunity to emphasize this.  Quite odd, really.The influence of culture in determining success or failure in specific fields is interestingly illustrated in Gladwell's analysis of airplane crashes.  Until recently, Korean Air had a relatively high number of accidents, and it was discovered that this was largely due to their culture, which frowns upon the questioning of authority.  It was found that Korean co-pilots and flight engineers were extremely hesitant to question the Captain's actions and decisions, much less clearly convey their concerns, when they detected potential problems.A similar situation resulted in an Avianca (a Colombian airline) crash in New York in January 1990.  In that incident, the factors of bad weather, a very tired flight captain, and a malfunctioning auto-pilot were exacerbated by their being on a holding pattern over the city while running out of fuel and the first officer's reluctance to convey the gravity of the situation forcefully enough to the very busy and commanding  New York air traffic controllers.  He did not want to anger the ""authorities,"" so the exchanges via radio maintained a business-as-usual tone until the plane eventually ran out of fuel and crashed.Gladwell offers many other fascinating and surprising facts in Outliers, such as the odd relationship between successful hockey players and their birth month, why the 1930's was the perfect time for New York Jewish lawyers to be born, why the 1950's residents of Roseto, Pennsylvania seemed immune to heart disease even though their diet was loaded with fat, few were committed to exercise, and many smoked heavily and struggled with obesity.If you find these extraordinary social phenomena interesting, you will like this book.

  
"
Outliers: The Story of Success;Molly;January 19, 2016;Verified Purchase;4;"









  
  
    
  Gladwell's writing is capable both of being utterly convincing (the phrase ""selling ice to an Eskimo"" comes to mind) and of taking a simple truth readers already know (that success comes from our own very specific, cultural circumstances - in addition to hard work) and making it seem as though it is shockingly novel and groundbreaking (his thesis focuses on trends of success that are counter to, or sometimes not even considered in, our expectations).This being said, Gladwell's ability to storytell makes even the mundane charts and numbers within the book riveting. His writing is easily digestible while still highly informative, full of thoughtful imagery while still fast paced, and, as always, entertaining. Although this book seems slightly more entertaining and less applicable (compared to The Tipping Point or Blink), it is nonetheless a fascinating read.

  
"
Outliers: The Story of Success;JD Fernandez;March 11, 2018;Verified Purchase;5;"









  
  
    
  Malcolm Gladwell is such a phenomenal thinker and writer! I bought this book, along with Start with Why, for my 16 year old nephew who is pondering his place in the world. These two books, along with Malcolm Gladwell's other work has personally helped me gain a better understanding of myself and others, and has helped me change how I live my life. Buy the book!

  
"
Outliers: The Story of Success;justin;April 11, 2018;Verified Purchase;5;"









  
  
    
  This guy is good. I didn’t like blink, I stopped reading it... I wrote this guy off. Then I ended up reading David and Goliath because it sounded compelling and it blew me away. Outliers follows that same reaction. It is all the things I never knew about something I thought I knew everything about. Success is way more than just being the smartest or the hardest worker. I might read blink now.

  
"
Outliers: The Story of Success;SarahGR;August 3, 2020;Verified Purchase;3;"









  
  
    
  Let me summarize for you: you need to have been born in a certain year to be successful. The end.  Prob my fault, but I thought this was a self-hep book, rather it’s just a collection of stories of people who are successful because of the specific year they were born.

  
"
Outliers: The Story of Success;Mary;February 24, 2021;Verified Purchase;5;"









  
  
    
  This is my second time buying this book.It is very enlightening and entertaining at the same time. I bought this one for my adult son.He is loving it. It's statistics, but in an accessible, understandable format. The examples are perfect.

  
"
